Country,IMF,World Bank,CIA,,log GDP/p,latitude,ancestry,gap,afg,alb,dza,ago,arg,arm,aus,aut,aze,bhr,bgd,blr,bel,blz,ben,btn,bol,bih,bwa,bra,bgr,bfa,bdi,khm,cmr,can,cpv,caf,tcd,chl,chn,col,com,zar,cog,cil,cri,civ,hrv,cub,cyp,cze,dnk,dom,tmp,ecu,egy,slv,gnq,eri,est,eth,fji,fin,fra,gab,gmb,geo,deu,gha,grc,gtm,gin,gnb,guy,hti,hnd,hkg,hun,isl,ind,idn,irn,irq,irl,isr,ita,jam,jpn,jor,kaz,ken,prk,kor,kwt,kgz,lao,lva,lbn,lso,lbr,lby,ltu,lux,mkd,mdg,mwi,mys,mli,mlt,mrt,mus,mex,mda,mng,mar,moz,mmr,nam,npl,nld,nzl,nic,ner,nga,niu,nor,omn,pak,pan,png,pry,per,phl,pol,prt,pri,qat,rom,rus,rwa,vct,wsm,stp,sau,sen,yug,sle,sgp,svk,svn,som,zaf,esp,lka,sdn,swz,swe,che,syr,oan,tjk,tza,tha,tgo,ton,tto,tun,tur,tkm,uga,ukr,are,gbr,usa,ury,uzb,ven,vnm,yem,zmb,zwe
Guyana,"80,137","55,263","21,900",,10.91985889,4.860416,15.34395851,10.48354251,0,0,0,0.10645148,0,0,0,0,0,0,0.027,0,0,0,0.01923285,0,0,0,0,0,0,0,0,0,0.0088218,0,0,0,0,0,0.007,0,0,0.02314162,0.03239827,0,0,0.0018486,0,0,0,0,0,0,0,0,0,0,0.0018252,0,0,0,0,0,0,0.02922563,0.0013026,0,0,0.082641,0,0,0.00408135,0.0019539,0.05,0,0,0,0,0,0.5022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043134,0,0,0,0,0.00371904,0,0,0,0,0,0,0,0,0,0,0.00592722,0,0,0,0,0,0,0,0.0366015,0,0,0,0.0108,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0.004563,0,0.0032565,0,0.00847665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197574,0,0.00824265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,"3,108","3,256","2,900",,8.088254727,18.971187,8.497639439,-10.47354756,0,0,0,0.14155781,0,0,0,0,0,0,0,0,0,0,0.06091312,0,0,0,0,0,0,0,0,0,0.07337362,0,0,0,0,0,0,0,0,0.03077344,0.04308281,0,0,0.01272375,0,0,0,0,0,0,0,0,0,0,0.01518075,0,0,0,0,0,0.023,0.08137594,0.0094965,0,0,0.147225,0,0,0.01425937,0.01424475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02968875,0,0,0,0,0.0066456,0,0,0,0,0,0,0,0,0,0,0.01059143,0,0,0,0,0,0,0,0.1629225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03795188,0,0.02374125,0,0.02961563,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.00353047,0,0.02610563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,"7,503","7,211","5,600",,8.883362917,15.199999,26.67257102,11.47257202,0,0,0,0.00545905,0,0,0,0,0,0,0,0,0,0,0.0009863,0,0,0,0,0,0,0,0,0,0.0004524,0,0,0,0,0,0,0,0,0.00118675,0.00166145,0,0,0.0000948,0,0,0,0,0,0,0,0,0,0,0.0000936,0,0,0,0,0,0,0.00149875,0.0000668,0,0,0.004238,0,0,0.0002093,0.0001002,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002212,0,0,0,0,0.00019072,0,0,0,0,0,0,0,0,0,0,0.00030396,0,0,0,0,0,0,0,0.001877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234,0,0.000167,0,0.0004347,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.00010132,0,0.0004227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,"75,128","71,482","60,000",,11.17720095,22.396428,35.09846018,12.70203218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,"45,692","45,942","33,600",,10.73513501,47.162494,47.16129114,-0.001202862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0,0,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.9153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0.0014,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0.03,0,0,0,0,0,0,0,0,0,0
India,"10,123","10,176","6,600",,9.227787286,20.593684,20.73219114,0.13850714,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,"16,861","15,613","11,900",,9.65585918,0.789275,1.4907227,0.7014477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran,"21,219","17,922","12,400",,9.793784287,32.427908,32.4621102,0.0342022,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,"133,822","127,623","102,500",,11.75683588,53.41291,53.39163944,-0.021270556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069023,0,0,0.00069052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019373,0,0,0.00007102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089016,0,0,0,0,0,0.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074047,0,0,0,0,0,0,0,0.00023874,0,0,0.00015325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115,0,0,0,0,0.014,0,0,0,0,0,0,0,0
Israel,"55,533","53,434","42,100",,10.88620253,31.046051,35.26597309,4.219922092,0,0,0.0071334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008397,0,0,0,0,0.0098226,0,0,0.0284796,0,0,0,0.0854604,0,0,0,0,0,0,0,0,0,0,0,0.0072252,0,0.022842,0.0286794,0,0.46,0.0455706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099576,0.0042714,0,0,0,0,0,0,0,0,0,0,0,0,0.0569322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085428,0.0203796,0,0,0.0185112,0.0071226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071334,0.0485784,0,0,0.0071226,0,0,0,0,0,0,0,0.0263142,0,0
Italy,"56,905","58,755","41,900",,10.98113153,41.87194,42.03216837,0.16022837,0,0.01,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivory Coast,"6,860","7,791","5,300",,8.9607245,7.539989,7.895344615,0.355355615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,"13,543","11,475","9,600",,9.347926035,18.109581,11.62183773,-6.487743266,0,0,0,0.12921688,0,0,0,0,0,0,0.00125,0,0,0,0.05560275,0,0,0,0,0,0,0,0,0,0.06697695,0,0,0,0,0,0.005,0,0,0.02809063,0.03932687,0,0,0.0116145,0,0,0,0,0,0,0,0,0,0,0.0138573,0,0,0,0,0,0,0.07428163,0.0086686,0,0,0.13439,0,0,0.01301625,0.0130029,0,0,0,0,0,0,0.02325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271005,0,0,0,0,0.00606624,0,0,0,0,0,0,0,0,0,0,0.00966807,0,0,0,0,0,0,0,0.148719,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03464325,0,0.0216715,0,0.02703375,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0.00322269,0,0.02382975,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0
Japan,"54,184","50,207","40,800",,10.82390974,36.204824,36.20482,-4E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,"12,402","10,452","9,200",,9.254548627,30.585164,31.5638535,0.9786895,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.56,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,"34,534","39,333","26,100",,10.57981914,48.019573,52.32065619,4.30108319,0,0,0,0,0,0,0,0,0.005,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0
Kenya,"6,976","6,324","4,700",,8.752107198,0.023559,2.623812259,2.600253259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,"6,790","7,103","4,800",,8.868272509,41.20438,43.8601722,2.6557922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0
Laos,"10,242","9,326","7,800",,9.140561477,19.85627,21.2387756,1.3825056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
Latvia,"41,730","42,501","32,100",,10.65728288,56.879635,57.76020412,0.88056912,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0
Lebanon,"11,784","12,853","13,000",,9.461332526,33.854721,34.05971825,0.20499725,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,"1,882","1,819","1,400",,7.506042179,6.428055,6.502132814,0.074077814,0,0,0,0.00747069,0,0,0,0,0,0,0,0,0,0,0.00182175,0,0,0,0,0,0,0,0,0,0.00323133,0,0,0,0,0,0,0,0,0.00162406,0.00227369,0,0,0.000852,0,0,0,0,0,0,0,0,0,0,0.00066855,0,0,0,0,0,0,0.00385256,0.0013095,0,0,0.0067775,0,0,0.00118706,0.00196425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951988,0,0,0,0,0.0002696,0,0,0,0,0,0,0,0,0,0,0.00042968,0,0,0,0,0,0,0,0.00594525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167137,0,0.00327375,0,0.00246544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014323,0,0.00078075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,"50,600","51,877","39,300",,10.85663081,55.169438,55.30346535,0.13402735,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
Madagascar,"1,979","1,875","1,500",,7.536363938,18.766947,18.93171414,0.16476714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,"1,712","1,868","1,500",,7.532623619,13.254308,14.33551548,1.081207483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,"39,030","37,248","26,300",,10.52535353,4.210484,13.748412,9.537928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,"2,714","2,726","2,100",,7.910590612,17.570692,17.76742309,0.19673109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0.02,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,"7,680","6,934","5,300",,8.844192126,21.00789,21.00789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,"32,094","29,499","21,000",,10.29211164,20.348404,24.34531737,3.996913368,0,0,0,0.03559524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.0077381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02773333,0,0,0,0,0,0,0,0,0,0,0.0442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01473333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,"25,963","25,602","19,100",,10.15042575,23.634501,27.69804841,4.063547411,0,0,0,0.01400769,0,0,0,0,0,0,0,0,0,0,0.00374496,0,0,0,0,0,0,0,0,0,0.00327881,0,0,0,0,0,0,0,0,0.00304515,0.00426321,0,0,0.00059597,0,0,0,0,0,0,0,0,0,0,0.00067838,0,0,0,0,0,0,0.0053064,0.00043818,0,0,0.01215715,0,0,0.00084052,0.00065727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.00139058,0,0,0,0,0.00054779,0,0,0,0,0,0,0.625,0,0,0,0.00087304,0,0,0,0,0,0,0,0.00874182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169594,0,0.00109545,0,0.00174569,0,0,0,0,0,0.30000001,0,0,0,0,0,0.004,0,0,0.00029101,0,0.00160498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,"17,902","17,384","14,000",,9.763305522,47.411631,47.93786365,0.526232649,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.0041,0,0,0.0691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0.0054,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0.0011,0,0,0,0,0,0,0,0,0.7392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0.0054,0.0608,0,0,0,0,0,0,0.0014,0,0,0.0009,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0.0858,0,0,0,0,0,0,0,0,0,0
Mongolia,"16,504","18,108","11,700",,9.804109109,46.862496,42.78347848,-4.07901752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0
