Country,IMF,World Bank,CIA,,log GDP/p,latitude,ancestry,gap,afg,alb,dza,ago,arg,arm,aus,aut,aze,bhr,bgd,blr,bel,blz,ben,btn,bol,bih,bwa,bra,bgr,bfa,bdi,khm,cmr,can,cpv,caf,tcd,chl,chn,col,com,zar,cog,cil,cri,civ,hrv,cub,cyp,cze,dnk,dom,tmp,ecu,egy,slv,gnq,eri,est,eth,fji,fin,fra,gab,gmb,geo,deu,gha,grc,gtm,gin,gnb,guy,hti,hnd,hkg,hun,isl,ind,idn,irn,irq,irl,isr,ita,jam,jpn,jor,kaz,ken,prk,kor,kwt,kgz,lao,lva,lbn,lso,lbr,lby,ltu,lux,mkd,mdg,mwi,mys,mli,mlt,mrt,mus,mex,mda,mng,mar,moz,mmr,nam,npl,nld,nzl,nic,ner,nga,niu,nor,omn,pak,pan,png,pry,per,phl,pol,prt,pri,qat,rom,rus,rwa,vct,wsm,stp,sau,sen,yug,sle,sgp,svk,svn,som,zaf,esp,lka,sdn,swz,swe,che,syr,oan,tjk,tza,tha,tgo,ton,tto,tun,tur,tkm,uga,ukr,are,gbr,usa,ury,uzb,ven,vnm,yem,zmb,zwe
Slovenia,"53,287","54,948","40,000",,10.91414256,46.151241,47.94544851,1.79420751,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,"2,062","1,611","1,100",,7.384610383,5.152149,5.266555391,0.114406391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0
South Africa,"16,424","15,847","13,300",,9.670735487,30.559482,33.73125373,3.171771728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.029,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0
South Korea,"59,330","54,033","44,200",,10.89735025,35.907757,35.90776,3E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"52,012","52,779","37,900",,10.87386866,40.463667,40.50217646,0.038509461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0.001,0,0,0.0006,0,0,0,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,"14,255","14,455","13,400",,9.578795654,7.873054,8.5090853,0.6360313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,"3,443","3,137","3,700",,8.051022208,12.862807,12.87091065,0.00810365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,"69,177","70,207","53,600",,11.1592033,60.128161,59.75714782,-0.37101318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,"91,932","92,980","71,000",,11.4401397,46.818188,46.22471748,-0.59347052,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0.01,0.005,0,0,0,0.852,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.005,0,0,0,0,0,0,0,0
Syria,"6,375","2,914","2,900",,7.977281987,34.802075,34.58935252,-0.21272248,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,"76,858",,,,11.24971484,23.69781,35.618383,11.920573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,"5,832","5,082","3,900",,8.533460164,38.861034,39.5608621,0.6998281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0
Tanzania,"3,746","3,972","2,600",,8.287025025,6.369028,6.369028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,"23,401","23,423","17,100",,10.06147372,15.870032,18.6688582,2.7988262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,"32,685","31,572","23,000",,10.36002593,10.691803,16.89412948,6.202326483,0,0,0,0.06678625,0,0,0,0,0,0,0.0227,0,0,0,0.0287385,0,0,0,0,0,0,0,0,0,0.0346173,0,0,0,0,0,0.015,0,0,0.01451875,0.02032625,0,0,0.006003,0,0,0,0,0,0,0,0,0,0,0.0071622,0,0,0,0,0,0.023,0.03839275,0.0044804,0,0,0.06946,0,0,0.0067275,0.0067206,0,0,0,0,0,0,0.42222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014007,0,0,0,0,0.00313536,0,0,0,0,0,0,0,0,0,0,0.00499698,0,0,0,0,0,0,0,0.076866,0,0,0,0.00908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179055,0,0.011201,0,0.0139725,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0.00166566,0,0.0123165,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0
Tunisia,"13,645","13,682","10,400",,9.523836379,33.886917,33.88692,3E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,"43,921","44,151","31,500",,10.69537086,38.963745,39.86917332,0.90542832,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883,0,0,0.072,0,0,0,0,0,0,0,0,0,0
Uganda,"3,345","3,098","2,200",,8.038512021,1.373333,1.373333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ukraine,"15,464","18,008","12,900",,9.798571383,48.379433,50.8173618,2.4379288,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805,0,0,0,0,0,0,0,0,0,0
United Kingdom,"58,880","58,906","45,000",,10.98369823,55.378051,53.40917978,-1.968871222,0,0,0,0.0014,0,0,0,0,0,0,0.005,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0.0003,0.0004,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0008,0.0001,0,0,0.0019,0,0,0.0001,0.0001,0,0,0,0,0,0,0.018,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0094,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0.0002,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0.941,0,0,0,0,0,0,0,0
United States,"85,373","81,695","63,700",,11.31074808,37.09024,43.54808825,6.457848252,0,0,0,0.01504,0,0.00148,0,0.00297,0,0,0.00002,0,0.00142,0,0.00172,0,0,0.00027,0,0.00006,0,0,0,0.00076,0.00531,0.00008,0,0,0,0,0.01026,0.00092,0,0.00327,0.00458,0,0,0.00187,0.00179,0.0046,0,0.00621,0.00614,0.00014,0,0.00084,0.00071,0.0017,0.0011,0,0,0,0,0.00268,0.04377,0.00693,0.00357,0,0.1752,0.01215,0.0047,0.00142,0.00286,0.00536,0.00062,0,0.00059,0,0.0057,0,0.0066,0,0.0013,0,0.08935,0,0.06368,0,0.00441,0,0,0,0,0.00474,0,0,0.00069,0,0.00249,0,0.00435,0,0.00268,0,0.00012,0.00044,0,0,0,0,0,0,0.04869,0,0,0,0.0007,0,0,0,0.0185,0,0.00039,0,0.00858,0,0.01922,0,0.00102,0,0,0,0.0008,0.00813,0.0365,0.00517,0.00199,0,0.0015,0.01078,0,0.00002,0,0.00274,0,0.00893,0.00058,0.00594,0,0.00394,0.00083,0,0,0.04772,0,0,0,0.01715,0.0037,0.00101,0.00002,0,0.00023,0.00056,0.00074,0,0,0,0,0,0,0.0037,0,0.18423,0.03241,0,0,0,0.00396,0,0,0
Uruguay,"30,170","34,062","22,800",,10.43593767,32.522779,40.11683078,7.594051782,0,0,0,0.0109181,0,0,0,0,0,0,0,0,0,0,0.0019726,0,0,0,0,0,0,0,0,0,0.0009048,0,0,0,0,0,0,0,0,0.0023735,0.0033229,0,0,0.0001896,0,0,0,0,0,0,0,0,0,0,0.0001872,0,0,0,0,0,0.02085,0.0029975,0.0001336,0,0.02255,0.008476,0.005,0,0.0004186,0.0002004,0,0,0,0,0,0,0,0,0,0,0,0,0.36136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004424,0,0.0001275,0,0,0.00038144,0,0,0,0,0,0,0,0,0,0,0.00060792,0,0,0,0,0,0,0,0.003754,0,0,0,0,0,0,0,0,0,0.000255,0.000555,0,0,0.0005525,0.0052125,0,0,0,0.000468,0,0.000334,0,0.0008694,0,0,0,0,0,0.48222,0,0,0,0,0,0,0,0,0.00020264,0,0.0008454,0,0,0,0.001105,0,0,0.0002125,0,0.02,0,0.04,0,0,0,0,0,0
Uzbekistan,"10,936","9,725","7,700",,9.182455168,41.377491,42.5708901,1.1933991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.915,0,0,0,0,0
Vietnam,"15,470","15,194","10,600",,9.628655892,14.058324,14.6034035,0.5450795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975,0,0,0
Yemen,"1,996","3,437","2,500",,8.142354277,15.552727,15.60567879,0.052951786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.007,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956,0,0
Zambia,"4,361","4,126","3,200",,8.325063694,13.133897,11.33589327,-1.798003726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.603,0
Zimbabwe,"2,975","3,900","2,100",,8.268731832,19.015438,20.8797913,1.8643533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.86
